TF	Target	Experimentos_pos	Experimentos_neg
AT3G28910	AT1G58070	1/1	0/1
AT5G07680	AT1G58070	0/1	1/1
AT2G40750	AT1G58070	1/1	0/1
AT5G15830	AT1G58080	0/1	1/1
AT5G29000	AT1G58080	1/1	0/1
AT1G68670	AT1G58080	0/1	1/1
AT4G37790	AT1G58080	1/1	0/1
AT5G67300	AT1G58080	1/1	0/1
AT4G24020	AT1G58080	1/1	0/1
AT5G62020	AT1G58280	0/1	1/1
AT5G04760	AT1G58280	0/1	1/1
AT5G29000	AT1G58280	1/1	0/1
AT1G51140	AT1G58280	1/1	0/1
AT5G49450	AT1G58280	1/1	0/1
AT1G49560	AT1G58280	0/1	1/1
AT5G67420	AT1G58848	0/2	1/2
AT5G04340	AT1G58848	1/1	0/1
AT1G72830	AT1G58848	0/1	1/1
AT4G37180	AT1G58848	1/1	0/1
AT2G46680	AT1G58848	0/1	1/1
AT5G43840	AT1G58848	1/1	0/1
AT5G65210	AT1G59650	0/3	1/3
AT1G13260	AT1G59650	0/1	1/1
AT5G58900	AT1G59650	1/1	0/1
AT5G04340	AT1G59650	0/1	1/1
AT5G67300	AT1G59650	0/1	1/1
AT1G22640	AT1G59650	0/1	1/1
AT5G65210	AT1G59760	1/3	0/3
AT4G27950	AT1G59760	1/4	0/4
AT5G62020	AT1G59760	1/1	0/1
AT2G22200	AT1G59760	1/1	0/1
AT3G16870	AT1G59760	1/1	0/1
AT4G16141	AT1G59760	1/1	0/1
AT5G10970	AT1G59990	1/1	0/1
AT5G04760	AT1G59990	1/1	0/1
AT5G15830	AT1G59990	1/1	0/1
AT4G01120	AT1G59990	1/1	0/1
AT1G13260	AT1G59990	1/1	0/1
AT5G04340	AT1G59990	0/1	1/1
AT5G67420	AT1G60470	1/2	0/2
AT5G04340	AT1G60470	1/1	0/1
AT3G17609	AT1G60470	0/1	1/1
AT5G10030	AT1G60470	0/2	1/2
AT3G28910	AT1G60470	0/1	1/1
AT5G07680	AT1G60470	0/1	1/1
AT5G62020	AT1G60790	0/1	1/1
AT2G22200	AT1G60790	1/1	0/1
AT3G16870	AT1G60790	1/1	0/1
AT5G04760	AT1G60790	0/1	1/1
AT3G49940	AT1G60790	1/2	0/2
AT2G33550	AT1G60790	1/1	0/1
AT5G62430	AT1G60810	1/2	0/2
AT1G66140	AT1G60810	1/1	0/1
AT1G68670	AT1G60810	1/1	0/1
AT1G51140	AT1G60810	0/1	1/1
AT3G28910	AT1G60810	1/1	0/1
AT5G05410	AT1G60810	0/1	1/1
AT4G27950	AT1G60890	0/4	1/4
AT5G62430	AT1G60890	0/2	1/2
AT5G10970	AT1G60890	0/1	1/1
AT5G67420	AT1G60890	1/2	0/2
AT1G66140	AT1G60890	0/1	1/1
AT4G39780	AT1G60890	0/2	1/2
AT5G62430	AT1G61760	1/2	0/2
AT5G62020	AT1G61760	1/1	0/1
AT2G22200	AT1G61760	1/1	0/1
AT3G49940	AT1G61760	1/2	0/2
AT1G68670	AT1G61760	1/1	0/1
AT4G16141	AT1G61760	1/1	0/1
AT5G04760	AT1G61810	1/1	0/1
AT5G67420	AT1G61810	0/2	1/2
AT4G01120	AT1G61810	1/1	0/1
AT1G22640	AT1G61810	0/1	1/1
AT2G46680	AT1G61810	1/1	0/1
AT2G38470	AT1G61810	1/1	0/1
AT4G27950	AT1G61890	0/4	1/4
AT5G62430	AT1G61890	1/2	0/2
AT5G29000	AT1G61890	0/1	1/1
AT2G39250	AT1G61890	0/2	1/2
AT1G49560	AT1G61890	0/1	1/1
AT2G38470	AT1G61890	0/1	1/1
AT5G62020	AT1G62085	1/1	0/1
AT2G22200	AT1G62085	1/1	0/1
AT5G10970	AT1G62085	1/1	0/1
AT3G16870	AT1G62085	1/1	0/1
AT5G15830	AT1G62085	1/1	0/1
AT1G66140	AT1G62085	1/1	0/1
AT5G15830	AT1G62200	0/1	1/1
AT5G67420	AT1G62200	1/2	0/2
AT5G29000	AT1G62200	1/1	0/1
AT5G49450	AT1G62200	0/1	1/1
AT1G72830	AT1G62200	1/1	0/1
AT1G22640	AT1G62200	0/1	1/1
AT5G65210	AT1G62310	1/3	0/3
AT5G62020	AT1G62310	1/1	0/1
AT2G22200	AT1G62310	1/1	0/1
AT5G15830	AT1G62310	1/1	0/1
AT5G29000	AT1G62310	1/1	0/1
AT4G23750	AT1G62310	0/1	1/1
AT4G27950	AT1G62800	0/4	1/4
AT2G22200	AT1G62800	0/1	1/1
AT5G58900	AT1G62800	0/1	1/1
AT1G51140	AT1G62800	1/1	0/1
AT1G09540	AT1G62800	1/1	0/1
AT2G46680	AT1G62800	1/1	0/1
AT5G62430	AT1G63050	0/2	1/2
AT5G62020	AT1G63050	1/1	0/1
AT2G22200	AT1G63050	1/1	0/1
AT1G13260	AT1G63050	0/1	1/1
AT1G68670	AT1G63050	0/1	1/1
AT5G04340	AT1G63050	0/1	1/1
AT5G62430	AT1G63750	1/2	0/2
AT5G04760	AT1G63750	0/1	1/1
AT5G67420	AT1G63750	0/2	1/2
AT5G29000	AT1G63750	1/1	0/1
AT5G04340	AT1G63750	1/1	0/1
AT1G72830	AT1G63750	0/1	1/1
AT4G27950	AT1G63820	0/4	1/4
AT2G22200	AT1G63820	0/1	1/1
AT3G17609	AT1G63820	0/1	1/1
AT1G51140	AT1G63820	1/1	0/1
AT2G22430	AT1G63820	0/1	1/1
AT4G36540	AT1G63820	0/1	1/1
AT4G27950	AT1G64050	1/4	0/4
AT5G62430	AT1G64050	1/2	0/2
AT5G10970	AT1G64050	1/1	0/1
AT5G04760	AT1G64050	1/1	0/1
AT5G15830	AT1G64050	1/1	0/1
AT4G01120	AT1G64050	1/1	0/1
AT5G65210	AT1G64065	0/3	1/3
AT5G62020	AT1G64065	0/1	1/1
AT3G16870	AT1G64065	0/1	1/1
AT5G29000	AT1G64065	0/1	1/1
AT5G05410	AT1G64065	1/1	0/1
AT4G31800	AT1G64065	1/1	0/1
AT5G65210	AT1G64170	1/3	1/3
AT5G62020	AT1G64170	0/1	1/1
AT3G16870	AT1G64170	0/1	1/1
AT5G07680	AT1G64170	0/1	1/1
AT4G27950	AT1G64440	0/4	1/4
AT5G62430	AT1G64440	0/2	1/2
AT5G62020	AT1G64440	0/1	1/1
AT5G29000	AT1G64440	1/1	0/1
AT1G68670	AT1G64440	0/1	1/1
AT3G17609	AT1G64440	1/1	0/1
AT5G62430	AT1G64740	0/2	2/2
AT5G62020	AT1G64740	0/1	1/1
AT5G10970	AT1G64740	0/1	1/1
AT5G15830	AT1G64740	0/1	1/1
AT4G01120	AT1G64740	0/1	1/1
AT5G04760	AT1G64980	0/1	1/1
AT5G29000	AT1G64980	0/1	1/1
AT4G37790	AT1G64980	1/1	0/1
AT5G67300	AT1G64980	1/1	0/1
AT1G25550	AT1G64980	0/1	1/1
AT1G22640	AT1G64980	1/1	0/1
AT5G62020	AT1G65150	1/1	0/1
AT5G10970	AT1G65150	1/1	0/1
AT3G17609	AT1G65150	1/1	0/1
AT4G39780	AT1G65150	1/2	0/2
AT5G07680	AT1G65150	1/1	0/1
AT4G36540	AT1G65150	1/1	0/1
AT4G27950	AT1G65310	0/4	1/4
AT4G01120	AT1G65310	1/1	0/1
AT5G29000	AT1G65310	0/1	1/1
AT5G04340	AT1G65310	1/1	0/1
AT1G51140	AT1G65310	1/1	0/1
AT1G49560	AT1G65310	0/1	1/1
AT5G62020	AT1G65380	0/1	1/1
AT5G10970	AT1G65380	0/1	1/1
AT5G15830	AT1G65380	0/1	1/1
AT1G68670	AT1G65380	0/1	1/1
AT5G10030	AT1G65380	0/2	1/2
AT4G23750	AT1G65380	0/1	1/1
AT5G62430	AT1G65440	0/2	1/2
AT4G01120	AT1G65440	0/1	1/1
AT1G13260	AT1G65440	0/1	1/1
AT5G04340	AT1G65440	1/1	0/1
AT5G07680	AT1G65440	0/1	1/1
AT4G23750	AT1G65440	0/1	1/1
AT5G62430	AT1G65580	0/2	1/2
AT1G13260	AT1G65580	0/1	1/1
AT5G04340	AT1G65580	1/1	0/1
AT3G17609	AT1G65580	1/1	0/1
AT5G07680	AT1G65580	0/1	1/1
AT4G23750	AT1G65580	0/1	1/1
AT5G62430	AT1G65590	1/2	0/2
AT5G10970	AT1G65590	1/1	0/1
AT1G66140	AT1G65590	1/1	0/1
AT1G68670	AT1G65590	1/1	0/1
AT1G51140	AT1G65590	1/1	0/1
AT2G46680	AT1G65590	1/1	0/1
AT5G65210	AT1G65950	1/3	0/3
AT5G62020	AT1G65950	1/1	0/1
AT2G22200	AT1G65950	1/1	0/1
AT5G29000	AT1G65950	1/1	0/1
AT1G68670	AT1G65950	0/1	1/1
AT5G49450	AT1G65950	1/1	0/1
AT5G65210	AT1G65985	1/3	1/3
AT5G62430	AT1G65985	2/2	0/2
AT1G68670	AT1G65985	1/1	0/1
AT1G51140	AT1G65985	1/1	0/1
AT5G04760	AT1G66170	0/1	1/1
AT5G67420	AT1G66170	0/2	1/2
AT4G01120	AT1G66170	0/1	1/1
AT5G67300	AT1G66170	0/1	1/1
AT1G72830	AT1G66170	0/1	1/1
AT1G22640	AT1G66170	0/1	1/1
AT5G65210	AT1G66340	1/3	0/3
AT5G62020	AT1G66340	1/1	0/1
AT5G10970	AT1G66340	0/1	1/1
AT5G15830	AT1G66340	0/1	1/1
AT4G01120	AT1G66340	0/1	1/1
AT5G07680	AT1G66340	0/1	1/1
AT5G04760	AT1G66910	1/1	0/1
AT5G29000	AT1G66910	0/1	1/1
AT2G39250	AT1G66910	1/2	0/2
AT4G37790	AT1G66910	1/1	0/1
AT5G67300	AT1G66910	0/1	1/1
AT1G35560	AT1G66910	1/1	0/1
AT5G62430	AT1G67300	0/2	1/2
AT5G62020	AT1G67300	0/1	1/1
AT3G16870	AT1G67300	0/1	1/1
AT4G01120	AT1G67300	1/1	0/1
AT1G13260	AT1G67300	0/1	1/1
AT5G05410	AT1G67300	1/1	0/1
AT5G62430	AT1G67490	1/2	0/2
AT5G10970	AT1G67490	0/1	1/1
AT5G29000	AT1G67490	1/1	0/1
AT4G37790	AT1G67490	1/1	0/1
AT1G49560	AT1G67490	1/1	0/1
AT4G37180	AT1G67490	1/1	0/1
AT5G62430	AT1G68250	1/2	0/2
AT4G01120	AT1G68250	1/1	0/1
AT5G29000	AT1G68250	0/1	1/1
AT5G04340	AT1G68250	1/1	0/1
AT1G49560	AT1G68250	0/1	1/1
AT5G67300	AT1G68250	1/1	0/1
AT5G04760	AT1G68330	0/1	1/1
AT5G67420	AT1G68330	0/2	1/2
AT3G49940	AT1G68330	0/2	1/2
AT1G72830	AT1G68330	0/1	1/1
AT2G46680	AT1G68330	0/1	1/1
AT5G05410	AT1G68330	0/1	1/1
AT5G65210	AT1G68600	2/3	0/3
AT4G27950	AT1G68600	0/4	1/4
AT5G15830	AT1G68600	1/1	0/1
AT1G68670	AT1G68600	1/1	0/1
AT3G17609	AT1G68600	1/1	0/1
AT4G27950	AT1G68830	0/4	1/4
AT5G62020	AT1G68830	1/1	0/1
AT3G16870	AT1G68830	1/1	0/1
AT1G13260	AT1G68830	0/1	1/1
AT4G16141	AT1G68830	1/1	0/1
AT2G22430	AT1G68830	1/1	0/1
AT4G27950	AT1G68840	0/4	1/4
AT5G62430	AT1G68840	1/2	0/2
AT4G01120	AT1G68840	0/1	1/1
AT1G49560	AT1G68840	0/1	1/1
AT5G67300	AT1G68840	0/1	1/1
AT1G22640	AT1G68840	0/1	1/1
AT5G65210	AT1G68940	1/3	0/3
AT2G22200	AT1G68940	1/1	0/1
AT5G67420	AT1G68940	0/2	1/2
AT1G51140	AT1G68940	1/1	0/1
AT1G22640	AT1G68940	0/1	1/1
AT2G38470	AT1G68940	1/1	0/1
AT5G65210	AT1G69510	0/3	1/3
AT4G27950	AT1G69510	2/4	0/4
AT3G16870	AT1G69510	0/1	1/1
AT5G49450	AT1G69510	0/1	1/1
AT4G37790	AT1G69510	0/1	1/1
AT5G62430	AT1G70100	0/2	1/2
AT5G04760	AT1G70100	0/1	1/1
AT5G67420	AT1G70100	0/2	1/2
AT3G49940	AT1G70100	0/2	1/2
AT2G39250	AT1G70100	0/2	1/2
AT1G49560	AT1G70100	0/1	1/1
AT5G65210	AT1G70480	0/3	1/3
AT5G62020	AT1G70480	1/1	0/1
AT5G29000	AT1G70480	0/1	1/1
AT1G49560	AT1G70480	0/1	1/1
AT4G37180	AT1G70480	0/1	1/1
AT2G38470	AT1G70480	1/1	0/1
AT5G29000	AT1G70550	1/1	0/1
AT1G68670	AT1G70550	1/1	0/1
AT5G04340	AT1G70550	0/1	1/1
AT1G51140	AT1G70550	0/1	1/1
AT5G10030	AT1G70550	0/2	1/2
AT5G46590	AT1G70550	1/1	0/1
AT1G13260	AT1G70670	0/1	1/1
AT5G49450	AT1G70670	1/1	0/1
AT4G23750	AT1G70670	1/1	0/1
AT1G22640	AT1G70670	0/1	1/1
AT1G69490	AT1G70670	1/1	0/1
AT5G46590	AT1G70670	1/1	0/1
AT5G62430	AT1G71070	0/2	1/2
AT5G10970	AT1G71070	0/1	1/1
AT3G16870	AT1G71070	0/1	1/1
AT1G66140	AT1G71070	0/1	1/1
AT2G22430	AT1G71070	0/1	1/1
AT4G23750	AT1G71070	0/1	1/1
AT4G27950	AT1G71380	0/4	1/4
AT1G13260	AT1G71380	0/1	1/1
AT5G58900	AT1G71380	0/1	1/1
AT1G51140	AT1G71380	0/1	1/1
AT1G69490	AT1G71380	1/1	0/1
AT5G46590	AT1G71380	1/1	0/1
AT5G65210	AT1G71490	1/3	0/3
AT5G15830	AT1G71490	1/1	0/1
AT5G29000	AT1G71490	1/1	0/1
AT2G39250	AT1G71490	1/2	0/2
AT1G51140	AT1G71490	1/1	0/1
AT5G57660	AT1G71490	1/1	0/1
AT5G65210	AT1G71730	0/3	1/3
AT4G27950	AT1G71730	1/4	0/4
AT5G62020	AT1G71730	0/1	1/1
AT2G22200	AT1G71730	0/1	1/1
AT3G16870	AT1G71730	0/1	1/1
AT2G22430	AT1G71730	0/1	1/1
AT4G27950	AT1G71830	0/4	1/4
AT5G62430	AT1G71830	0/2	1/2
AT5G62020	AT1G71830	0/1	1/1
AT5G10970	AT1G71830	0/1	1/1
AT3G28910	AT1G71830	1/1	0/1
AT5G07680	AT1G71830	0/1	1/1
AT5G65210	AT1G71920	0/3	2/3
AT1G13260	AT1G71920	1/1	0/1
AT5G04340	AT1G71920	0/1	1/1
AT1G51140	AT1G71920	1/1	0/1
AT4G37790	AT1G71920	1/1	0/1
AT5G65210	AT1G72010	0/3	1/3
AT4G27950	AT1G72010	0/4	1/4
AT1G13260	AT1G72010	0/1	1/1
AT3G28910	AT1G72010	1/1	0/1
AT1G09540	AT1G72010	1/1	0/1
AT1G22640	AT1G72010	0/1	1/1
AT5G62430	AT1G72060	1/2	0/2
AT5G62020	AT1G72060	0/1	1/1
AT2G22200	AT1G72060	0/1	1/1
AT5G15830	AT1G72060	0/1	1/1
AT5G67420	AT1G72060	0/2	1/2
AT3G17609	AT1G72060	0/1	1/1
AT5G65210	AT1G72440	0/3	1/3
AT5G10970	AT1G72440	1/1	0/1
AT1G66140	AT1G72440	1/1	0/1
AT1G09540	AT1G72440	0/1	1/1
AT1G35560	AT1G72440	0/1	1/1
AT2G42280	AT1G72440	0/1	1/1
AT5G65210	AT1G73020	1/3	0/3
AT5G15830	AT1G73020	1/1	0/1
AT5G04340	AT1G73020	1/1	0/1
AT2G39250	AT1G73020	0/2	1/2
AT5G49450	AT1G73020	1/1	0/1
AT5G61850	AT1G73020	1/1	0/1
AT5G62430	AT1G73250	1/2	0/2
AT5G04760	AT1G73250	0/1	1/1
AT4G01120	AT1G73250	0/1	1/1
AT1G68670	AT1G73250	1/1	0/1
AT5G07680	AT1G73250	1/1	0/1
AT5G67300	AT1G73250	0/1	1/1
AT2G22200	AT1G73310	1/1	0/1
AT3G16870	AT1G73310	1/1	0/1
AT5G04340	AT1G73310	0/1	1/1
AT4G16141	AT1G73310	1/1	0/1
AT3G17609	AT1G73310	1/1	0/1
AT2G22430	AT1G73310	1/1	0/1
AT5G10970	AT1G73410	0/1	1/1
AT5G15830	AT1G73410	0/1	1/1
AT3G49940	AT1G73410	1/2	0/2
AT3G28910	AT1G73410	1/1	0/1
AT4G23750	AT1G73410	0/1	1/1
AT1G09540	AT1G73410	1/1	0/1
AT5G67420	AT1G73550	0/2	1/2
AT5G29000	AT1G73550	0/1	1/1
AT5G04340	AT1G73550	1/1	0/1
AT1G49560	AT1G73550	0/1	1/1
AT1G72830	AT1G73550	0/1	1/1
AT4G37180	AT1G73550	0/1	1/1
AT5G65210	AT1G73850	1/3	0/3
AT5G62430	AT1G73850	0/2	1/2
AT5G29000	AT1G73850	1/1	0/1
AT5G49450	AT1G73850	1/1	0/1
AT5G57660	AT1G73850	1/1	0/1
AT1G69490	AT1G73850	1/1	0/1
AT5G65210	AT1G74170	0/3	1/3
AT2G22200	AT1G74170	1/1	0/1
AT5G04760	AT1G74170	0/1	1/1
AT5G15830	AT1G74170	1/1	0/1
AT1G13260	AT1G74170	1/1	0/1
AT5G47230	AT1G74170	1/1	0/1
AT5G10970	AT1G74860	1/1	0/1
AT3G16870	AT1G74860	1/1	0/1
AT4G16141	AT1G74860	1/1	0/1
AT3G17609	AT1G74860	1/1	0/1
AT2G22430	AT1G74860	1/1	0/1
AT1G49560	AT1G74860	1/1	0/1
AT5G65210	AT1G75210	1/3	0/3
AT5G04760	AT1G75210	1/1	0/1
AT5G29000	AT1G75210	1/1	0/1
AT5G49450	AT1G75210	1/1	0/1
AT3G28910	AT1G75210	1/1	0/1
AT5G67300	AT1G75210	1/1	0/1
AT5G10970	AT1G75370	0/1	1/1
AT1G13260	AT1G75370	0/1	1/1
AT1G66140	AT1G75370	0/1	1/1
AT5G04340	AT1G75370	0/1	1/1
AT3G17609	AT1G75370	1/1	0/1
AT3G28910	AT1G75370	0/1	1/1
AT5G65210	AT1G75680	0/3	1/3
AT4G27950	AT1G75680	0/4	1/4
AT2G22200	AT1G75680	0/1	1/1
AT3G16870	AT1G75680	0/1	1/1
AT5G15830	AT1G75680	0/1	1/1
AT3G17609	AT1G75680	0/1	1/1
AT5G65210	AT1G75760	0/3	1/3
AT4G27950	AT1G75760	1/4	1/4
AT5G49450	AT1G75760	0/1	1/1
AT3G28910	AT1G75760	0/1	1/1
AT1G69490	AT1G75760	0/1	1/1
AT5G65210	AT1G76250	1/3	0/3
AT5G62020	AT1G76250	1/1	0/1
AT5G04760	AT1G76250	1/1	0/1
AT3G28910	AT1G76250	1/1	0/1
AT1G09540	AT1G76250	1/1	0/1
AT1G69490	AT1G76250	1/1	0/1
AT5G62430	AT1G76900	1/2	0/2
AT3G16870	AT1G76900	0/1	1/1
AT5G04760	AT1G76900	1/1	0/1
AT1G13260	AT1G76900	0/1	1/1
AT5G58900	AT1G76900	1/1	0/1
AT1G09540	AT1G76900	1/1	0/1
AT5G62430	AT1G76920	1/2	0/2
AT5G10970	AT1G76920	1/1	0/1
AT5G15830	AT1G76920	1/1	0/1
AT1G66140	AT1G76920	1/1	0/1
AT1G68670	AT1G76920	1/1	0/1
AT2G33550	AT1G76920	1/1	0/1
AT5G65210	AT1G77060	0/3	1/3
AT5G62430	AT1G77060	1/2	0/2
AT5G29000	AT1G77060	0/1	1/1
AT1G49560	AT1G77060	0/1	1/1
AT5G67300	AT1G77060	1/1	0/1
AT1G22640	AT1G77060	1/1	0/1
AT5G65210	AT1G77170	1/3	0/3
AT2G22200	AT1G77170	1/1	0/1
AT5G29000	AT1G77170	1/1	0/1
AT1G66140	AT1G77170	0/1	1/1
AT5G49450	AT1G77170	1/1	0/1
AT5G10030	AT1G77170	1/2	0/2
AT5G65210	AT1G77180	1/3	0/3
AT2G22200	AT1G77180	1/1	0/1
AT5G15830	AT1G77180	1/1	0/1
AT1G13260	AT1G77180	1/1	0/1
AT5G58900	AT1G77180	1/1	0/1
AT5G29000	AT1G77180	1/1	0/1
AT5G65210	AT1G77220	1/3	0/3
AT3G49940	AT1G77220	1/2	0/2
AT2G39250	AT1G77220	0/2	1/2
AT5G49450	AT1G77220	1/1	0/1
AT2G33550	AT1G77220	1/1	0/1
AT5G05410	AT1G77220	1/1	0/1
AT4G27950	AT1G77280	0/4	1/4
AT5G62430	AT1G77280	0/2	1/2
AT1G13260	AT1G77280	0/1	1/1
AT5G58900	AT1G77280	0/1	1/1
AT1G66140	AT1G77280	0/1	1/1
AT1G51140	AT1G77280	1/1	0/1
AT5G65210	AT1G77310	1/3	0/3
AT5G62020	AT1G77310	1/1	0/1
AT2G22200	AT1G77310	1/1	0/1
AT3G16870	AT1G77310	1/1	0/1
AT5G58900	AT1G77310	0/1	1/1
AT3G17609	AT1G77310	1/1	0/1
AT5G65210	AT1G77390	1/3	0/3
AT5G62020	AT1G77390	1/1	0/1
AT2G22200	AT1G77390	1/1	0/1
AT5G67420	AT1G77390	0/2	1/2
AT5G58900	AT1G77390	0/1	1/1
AT1G72830	AT1G77390	0/1	1/1
AT5G62430	AT1G77420	0/2	1/2
AT5G04760	AT1G77420	0/1	1/1
AT5G15830	AT1G77420	0/1	1/1
AT5G67420	AT1G77420	0/2	1/2
AT5G04340	AT1G77420	1/1	0/1
AT3G28910	AT1G77420	1/1	0/1
AT4G27950	AT1G77540	1/4	0/4
AT5G62020	AT1G77540	1/1	0/1
AT4G01120	AT1G77540	1/1	0/1
AT5G58900	AT1G77540	1/1	0/1
AT1G72830	AT1G77540	1/1	0/1
AT4G23750	AT1G77540	1/1	0/1
AT5G65210	AT1G77580	1/3	0/3
AT5G62020	AT1G77580	1/1	0/1
AT3G16870	AT1G77580	1/1	0/1
AT5G58900	AT1G77580	0/1	1/1
AT4G16141	AT1G77580	1/1	0/1
AT2G40750	AT1G77580	0/1	1/1
AT5G65210	AT1G77620	1/3	0/3
AT5G62020	AT1G77620	1/1	0/1
AT1G13260	AT1G77620	0/1	1/1
AT5G04340	AT1G77620	1/1	0/1
AT4G37790	AT1G77620	0/1	1/1
AT4G23750	AT1G77620	0/1	1/1
AT5G29000	AT1G77640	0/1	1/1
AT4G39780	AT1G77640	0/2	1/2
AT1G49560	AT1G77640	0/1	1/1
AT5G67300	AT1G77640	1/1	0/1
AT1G22640	AT1G77640	1/1	0/1
AT2G38470	AT1G77640	0/1	1/1
AT5G62020	AT1G77670	0/1	1/1
AT1G13260	AT1G77670	0/1	1/1
AT5G58900	AT1G77670	1/1	0/1
AT1G66140	AT1G77670	0/1	1/1
AT2G40750	AT1G77670	1/1	0/1
AT2G42280	AT1G77670	1/1	0/1
AT5G65210	AT1G77855	0/3	1/3
AT4G27950	AT1G77855	0/4	1/4
AT5G29000	AT1G77855	1/1	0/1
AT3G28910	AT1G77855	1/1	0/1
AT1G09540	AT1G77855	1/1	0/1
AT2G46680	AT1G77855	1/1	0/1
AT5G65210	AT1G77885	1/3	0/3
AT5G58900	AT1G77885	1/1	0/1
AT4G39780	AT1G77885	1/2	0/2
AT1G72830	AT1G77885	1/1	0/1
AT5G46590	AT1G77885	1/1	0/1
AT5G65210	AT1G78130	1/3	0/3
AT5G62020	AT1G78130	1/1	0/1
AT2G22200	AT1G78130	1/1	0/1
AT3G16870	AT1G78130	1/1	0/1
AT4G39780	AT1G78130	1/2	0/2
AT5G05410	AT1G78130	1/1	0/1
AT5G10970	AT1G78270	1/1	0/1
AT3G16870	AT1G78270	0/1	1/1
AT4G01120	AT1G78270	1/1	0/1
AT1G13260	AT1G78270	1/1	0/1
AT2G22430	AT1G78270	1/1	0/1
AT5G05410	AT1G78270	1/1	0/1
AT5G65210	AT1G78810	1/3	0/3
AT5G62020	AT1G78810	1/1	0/1
AT2G22200	AT1G78810	1/1	0/1
AT5G15830	AT1G78810	1/1	0/1
AT3G49940	AT1G78810	1/2	0/2
AT1G66140	AT1G78810	1/1	0/1
AT5G65210	AT1G78990	1/3	1/3
AT4G27950	AT1G78990	0/4	2/4
AT2G22200	AT1G78990	0/1	1/1
AT5G15830	AT1G78990	0/1	1/1
AT5G65210	AT1G79520	1/3	0/3
AT5G04760	AT1G79520	1/1	0/1
AT5G29000	AT1G79520	1/1	0/1
AT5G67300	AT1G79520	0/1	1/1
AT1G25550	AT1G79520	1/1	0/1
AT5G57660	AT1G79520	1/1	0/1
AT5G62430	AT1G79750	0/2	1/2
AT5G10970	AT1G79750	0/1	1/1
AT3G16870	AT1G79750	0/1	1/1
AT5G15830	AT1G79750	0/1	1/1
AT4G01120	AT1G79750	0/1	1/1
AT1G51140	AT1G79750	1/1	0/1
AT4G27950	AT1G80560	1/4	0/4
AT3G16870	AT1G80560	1/1	0/1
AT5G04760	AT1G80560	0/1	1/1
AT4G01120	AT1G80560	0/1	1/1
AT5G04340	AT1G80560	0/1	1/1
AT5G49450	AT1G80560	0/1	1/1
AT5G62430	AT1G80790	0/2	1/2
AT5G10970	AT1G80790	0/1	1/1
AT1G66140	AT1G80790	0/1	1/1
AT1G68670	AT1G80790	0/1	1/1
AT5G04340	AT1G80790	0/1	1/1
AT4G39780	AT1G80790	0/2	1/2
AT5G65210	AT2G01220	1/3	0/3
AT5G62430	AT2G01220	0/2	1/2
AT5G62020	AT2G01220	1/1	0/1
AT2G22200	AT2G01220	1/1	0/1
AT5G04760	AT2G01220	0/1	1/1
AT5G49450	AT2G01220	1/1	0/1
AT2G22200	AT2G01290	1/1	0/1
AT5G10970	AT2G01290	1/1	0/1
AT5G15830	AT2G01290	1/1	0/1
AT4G39780	AT2G01290	1/2	0/2
AT2G22430	AT2G01290	1/1	0/1
AT4G37790	AT2G01290	0/1	1/1
AT4G01120	AT2G01379	1/1	0/1
AT5G58900	AT2G01379	0/1	1/1
AT5G29000	AT2G01379	0/1	1/1
AT5G67300	AT2G01379	1/1	0/1
AT4G37180	AT2G01379	1/1	0/1
AT4G31800	AT2G01379	1/1	0/1
AT5G62430	AT2G01460	0/2	2/2
AT4G01120	AT2G01460	0/1	1/1
AT1G13260	AT2G01460	0/1	1/1
AT2G39250	AT2G01460	1/2	0/2
AT1G51140	AT2G01460	0/1	1/1
AT5G65210	AT2G01470	0/3	1/3
AT5G62430	AT2G01470	0/2	1/2
AT5G62020	AT2G01470	0/1	1/1
AT2G22200	AT2G01470	0/1	1/1
AT3G16870	AT2G01470	0/1	1/1
AT5G58900	AT2G01470	0/1	1/1
AT5G65210	AT2G01730	1/3	0/3
AT5G62020	AT2G01730	1/1	0/1
AT2G22200	AT2G01730	1/1	0/1
AT5G15830	AT2G01730	1/1	0/1
AT1G68670	AT2G01730	1/1	0/1
AT4G37790	AT2G01730	0/1	1/1
AT5G67420	AT2G01830	1/2	0/2
AT2G39250	AT2G01830	1/2	0/2
AT1G51140	AT2G01830	0/1	1/1
AT2G22430	AT2G01830	1/1	0/1
AT5G07680	AT2G01830	0/1	1/1
AT2G46680	AT2G01830	1/1	0/1
AT5G65210	AT2G02040	0/3	1/3
AT5G62020	AT2G02040	0/1	1/1
AT2G22200	AT2G02040	0/1	1/1
AT3G16870	AT2G02040	0/1	1/1
AT5G49450	AT2G02040	0/1	1/1
AT4G37180	AT2G02040	0/1	1/1
AT5G65210	AT2G02870	1/3	0/3
AT5G62020	AT2G02870	0/1	1/1
AT2G22200	AT2G02870	0/1	1/1
AT3G16870	AT2G02870	0/1	1/1
AT5G49450	AT2G02870	0/1	1/1
AT1G69490	AT2G02870	1/1	0/1
AT2G22200	AT2G03670	1/1	0/1
AT3G16870	AT2G03670	1/1	0/1
AT5G15830	AT2G03670	1/1	0/1
AT1G51140	AT2G03670	0/1	1/1
AT5G49450	AT2G03670	1/1	0/1
AT4G34000	AT2G03670	0/1	1/1
AT5G62430	AT2G04305	1/2	0/2
AT5G62020	AT2G04305	0/1	1/1
AT2G22200	AT2G04305	0/1	1/1
